label    A
0    즐거운 시간 보내고 오세요!
0    기본으로 배워 놓는 게 좋죠
0    먹어보고 싶어요
0    지압이나 운동해보세요
0    반했나봐요
0    반했나봐요
0    뭘 입어도 멋져요
0    뭘 입어도 멋져요
0    뭘 입어도 예뻐요
0    미리미리 해야죠
0    지금도 늦지 않았어요
0    미리미리 해야죠
0    지금도 늦지 않았어요
0    약을 드셔보세요
0    약을 드셔보세요
0    성격이 아니라 습관이에요
0    혼자 힘들어하지 마세요
0    술은 적당히 즐기세요
0    혼자 힘들어하지 마세요
0    세다고 너무 많이 드시면 안돼요
0    적당히 드세요
0    저랑 한 잔 해요
0    같이 마셔요
0    같이 마셔요
0    적당히 드세요
0    혼자 힘들어하지 마세요
0    잘 기억해 보세요 어디 있을 지도 몰라요
0    술이 웬수예요
0    술이 웬수예요
0    술 너무 많이 드시지 마세요
0    아무것도 안해도 재밌을 거예요
0    화장실 갈때 연락하라고 해봐요
0    화장실 갈때 연락하라고 해봐요
0    저는 주당이에요
0    아무것도 안해도 재밌을 거예요
0    주량은 낮춰 이야기하는 게 좋을 거예요
0    저는 주당이에요
0    술은 적당히 즐기세요
0    적당히 드세요
0    잘 기억해 보세요 어디 있을 지도 몰라요
0    술 안 마셔도 놀 수 있어요
0    화장실 갈때 연락하라고 해봐요
0    몸에 해로우니 적게 먹는 게 좋겠다고 말해보세요
0    위험하네요
0    술 안 마셔도 놀 수 있어요
0    적당히 드세요
0    내려 놓으세요
0    일과 일상 사이에서 균형이 잘 맞길 바랄게요
0    쉬어야 충전도 되죠
0    휴식도 필요하죠
0    화장실 가세요
0    꽃길만 걷길 바랄게요
0    꽃길만 걷길 바랄게요
0    저도 어려운 게 투성이에요
0    다른 사람 말은 한 귀로 흘리세요
0    소원을 비세요
0    소원을 비세요
0    저도 배워보고 싶어요
0    즐거운 도전이 될 거예요
0    즐거운 도전이 될 거예요
0    주기적으로 해주면 좋대요
0    주기적으로 해주면 좋대요
0    무릎에 무리가 갈 거예요
0    주변에 잘 하는 사람한테 배워보세요
0    배우면 금방 배우실 거예요
0    배우면 금방 배우실 거예요
0    강습 받아보세요
0    주변에 잘 하는 사람한테 배워보세요
0    강습 받아보세요
0    설레겠어요
0    실컷 스키탈 수 있을 것 같아요
0    실컷 스키탈 수 있을 것 같아요
0    쟁여둔 게 없는지 확인해보세요
0    쟁여둔 게 없는지 확인해보세요
0    당연하죠
0    당연하죠
0    모 아니면 도예요
0    모 아니면 도예요
0    그쪽 방면에 대한 지식이 있었으면 좋겠네요
0    그쪽 방면에 대한 지식이 있었으면 좋겠네요
0    확신이 들 때까지 준비해보세요
0    공부하러 왔나봐요
0    공부하러 왔나봐요
0    맛있게 드세요
0    집에서도 할 수 있어요
0    맛있게 드세요
0    집에서도 할 수 있어요
0    맛있게 드세요
0    소리를 질러보세요
0    신나는 노래를 들어보세요
0    진정하세요
0    운동을 해보세요
0    아무말도 하지말고 침묵하세요
0    되도록 만나지 마세요
0    진정하세요
0    소리를 질러보세요
0    신나는 노래를 들어보세요
0    잘 푸는 것도 중요해요
0    운동을 해보세요
0    정말 후회할 습관이에요
0    내일은 더 예뻐지겠네요
0    내일은 더 예뻐지겠네요
0    신고하고 차단해보세요
0    신고하고 차단해보세요
0    차단 어플 사용해보세요
0    차단 어플 사용해보세요
0    차단 어플 사용해보세요
0    고치기 어려우니까 습관이라고 하겠죠
0    실패해도 조금씩 고치려고 해보세요
0    고치기 어려우니까 습관이라고 하겠죠
0    실패해도 조금씩 고치려고 해보세요
0    웃으면 복이와요
0    그 것도 다 경험이라고 생각하세요
0    다른 일을 해보세요
0    시간은 상대적으로 흘러갑니다
0    저랑 놀아서 그래요
0    친구와 수다를 떠세요
0    시간은 상대적으로 흘러갑니다
0    시간은 상대적이죠
0    다른 생각을 해보세요
0    다른 생각을 해보세요
0    시간은 상대적이죠
0    다음 학기를 노려보세요
0    정정기간을 노려 보세요
0    다음 학기를 노려보세요
0    정정기간을 노려 보세요
0    그게 마음이 편할 때도 있어요
0    예민한가봐요
0    무소음으로 사보세요
0    에너지가 필요한 순간이네요
0    소소한 변화도 삶의 원동력이예요
0    소소한 변화도 삶의 원동력이예요
0    예민한가봐요
0    무소음으로 사보세요
0    아무래도 덜 경쟁하겠죠
0    아무래도 덜 경쟁하겠죠
0    저는 생각보다 많이 벌어요
0    아직이라면 더 살펴보세요
0    아직이라면 더 살펴보세요
0    어서 따듯한 곳으로 가세요
0    자신만 생각하세요
0    진실되게 대하면 시어머니도 알아주실거예요
0    아들을 빼앗겼다고 생각하나봐요
0    아들을 빼앗겼다고 생각하나봐요
0    진실되게 대하면 시어머니도 알아주실거예요
0    아직이라면 더 살펴보세요
0    생각만 해도 군침이 도네요
0    직접 하면 더 애착이 갈 거 같아요
0    직접 하면 더 애착이 갈 거 같아요
0    지금도 늦지 않았어요
0    지금도 늦지 않았어요
0    딴 생각 하지마세요
0    만날 날까지 기다릴게요
0    만날 날까지 기다릴게요
0    컨디션 조절 하세요
0    응시는 해야죠
0    이번에는 어쩔 수 없어요
0    나중에 없애주세요
0    나중에 없애주세요
0    나중에 없애주세요
0    공부를 많이 해놨나봐요
0    공부를 많이 해놨나봐요
0    나중에 없애주세요
0    응시는 해야죠
0    딴 생각 하지마세요
0    생각보다 힘든 일도 많을 것 같아요
0    다이어트를 해봐요
0    다이어트를 해봐요
0    정신이 힘든 건지 몸이 아픈 건지 확인해 보세요
0    맛있게 먹으면 영칼로리!
0    맛있게 먹으면 영칼로리!
0    신경쓰는 사람들 무시하세요
0    너무 신경 곤두세우지 마세요
0    그게 인생이죠
0    그게 인생이죠
0    서로의 마음에 달려있겠죠
0    서로의 마음에 달려있겠죠
0    좋은 곳으로 데려다 줄 거예요
0    도망가라는 건가요
0    소비 조절을 못하면 없애는 것도 방법이 될 거예요
0    더 열심히 하세요
0    신혼여행은 자유여행이죠!
0    휴가를 붙여보세요
0    휴가를 붙여보세요
0    휴가를 붙여보세요
0    하나씩 꾸며보세요
0    하나씩 꾸며보세요
0    영화관이나 쇼핑몰이 생각나네요
0    영화관이나 쇼핑몰이 생각나네요
0    기대가 높으면 실망을 하죠
0    기대가 높으면 실망을 하죠
0    잘 알고 들어도 좋을 것 같아요
0    잘 알고 들어도 좋을 것 같아요
0    잘 생각해보세요
0    부족한 부분이 뭔지 확인해보세요
0    당번을 정해서 청소해보세요
0    당번을 정해서 청소해보세요
0    다녀오세요 기다릴게요
0    다녀오세요 기다릴게요
0    좋은 생각만 하세요
0    노래 불러 드릴까요? 북치기박치기 헥헥
0    저랑 놀아요
0    친구들과 연락해보세요
0    저랑 놀아요
0    저랑 이야기해요
0    저랑 이야기해요
0    노래 불러 드릴까요? 북치기박치기 헥헥
0    저랑 놀아요
0    안타깝네요 증거를 지금이라도 모아봐요
0    지금은 괜찮길 바랄게요
0    저도 해보고 싶네요
0    득템 했네요
0    서로에게 귀 기울이는 방법도 있어요
0    혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요
0    혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요
0    조금 기다리면 풀릴 거예요
0    조금 기다리면 풀릴 거예요
0    그러니까 싸우는 거예요
0    이해하고 배려해보세요
0    대화를 많이 해서 바로 바로 풀어요
0    대화를 많이 해서 바로 바로 풀어요
0    눈은 기본이죠
0    돈 많이 들텐데요
0    애정표현이라고 생각하세요
0    확실해지면 이야기해도 늦지 않아요
0    확실해지면 이야기해도 늦지 않아요
0    돈을 지불하고 이용할 가치가 있는지 따져보세요
0    적당히 차면 잘 버려 주세요
0    적당히 차면 분리 수거해서 버려 주세요
0    동감입니다
0    쓸데없는 일은 없을 거예요
0    소중한 사람이예요
0    혼자가 아니에요
0    청결한 당신이네요
0    청결한 당신이네요
0    씻고 푹 쉬세요
0    씻고 푹 쉬세요
0    힘들겠어요
0    살아있음 자체로 의미가 있으니까요
0    땀을 식혀주세요
0    잘자요
0    잘 푸는 것도 중요해요
0    잇몸약 챙겨드시거나 치과 가보세요
0    더 많이 배웠길 바라요
0    잘 키울 수 있을거예요
0    잘 키울 수 있을거예요
0    저도 사랑해주세요
0    색감 참 좋겠네요
0    저도 사랑해주세요
0    이거 정말 큰일이네요
0    잠시 휴식을 취해보세요
0    감기 조심하세요
0    그렇다면 여우네요
0    여우인가봐요
0    마시면 좋죠
0    하면서 좋거나 재밌거나 잘하는게 있었는지 깊게 고민해보세요
0    집에서 쉬는 시간도 필요해요
0    저도 그러고 싶네요
0    쉬어야 충전도 되죠
0    그럴 때가 있죠 정신 차리세요
0    할 수 있을 때 하세요
0    행복해지기 위해 무엇인가를 하고 있는 게 좋을 거예요
0    아무 것도 안해도 괜찮아요
0    저 나가면 될까요?
0    혼자도 좋아요
0    혼자도 함께도 잘 지내는 게 좋죠
0    기분나쁘겠어요
0    마음의 병이 조금씩 나아지길 바랍니다
0    내가 맞는 것과 맞지 않은 걸 구별해보세요
0    스트레스 받지 마세요
0    다른 걸 발전시켜보세요
0    다른 걸 발전시켜보세요
0    될 거예요
0    생각하고 말하는 연습을 해보세요
0    뭐든 잘하면 기술이죠
0    적성에 맞는 사람이 있죠
0    뭐든 잘하면 기술이죠
0    적성에 맞는 사람이 있죠
0    아빠에게 술을 적당히 드시라고 말씀드려보세요
0    금연 프로그램을 소개해보세요
0    금연 프로그램을 소개해보세요
0    아빠에게 술을 적당히 드시라고 말씀드려보세요
0    사회생활로 힘드신가봐요
0    사회생활로 힘드신가봐요
0    더 많이 배웠길 바라요
0    그런 사람들 은근 많아요
0    개인 시간이 생길 거예요
0    개인 시간이 생길 거예요
0    쇼핑은 아울렛이죠
0    쇼핑은 아울렛이죠
0    많이 지쳤나봐요
0    인생은 욕망이지 의미가 아니에요
0    따듯한 차 한잔 어때요?
0    운동 해보는 것도 좋을 거예요
0    삶의 낙이죠
0    삶의 낙이죠
0    어머어머 궁금하네요
0    어머어머 궁금하네요
0    회원정보 찾기를 해보세요
0    화장하는 시간이 줄어들 거예요
0    화장하는 시간이 줄어들 거예요
0    할인점에서 사먹으세요
0    할인점에서 사먹으세요
0    바쁜 게 도움이 되지요
0    결정은 빠르면 빠를수록 좋을 거예요
0    노후는 지금부터 준비하는 게 좋죠
0    잘하는 게 다른 거예요
0    재미있나봐요
0    공부에 흥미를 가져보세요
0    저도 모르는 게 많아요
0    곧 끝나길 바랄게요
0    든든하게 드세요
0    배고프지 않아요
0    좋은 식습관이에요
0    챙겨주고 싶나봐요
0    건강에 좋은 습관이네요
0    든든하게 드세요
0    뭐라도 드세요
0    뭐라도 드세요
0    좀 더 일찍 잠자리에 들어보세요
0    애국가요
0    애국가요
0    조금 더 일찍 잠을 자보세요
0    건강에 좋을 거예요
0    일찍 일어나는 새가 벌레를 더 많이 먹죠
0    피곤했나봐요
0    일찍 일어나는 새가 벌레를 더 많이 먹죠
0    병원에 가야죠
0    병원에 가야죠
0    열심히 저축해서 분양받으세요
0    아파트가 살기가 좋아요
0    아파트가 살기가 좋아요
0    가장 중요한 목표네요
0    꿈은 현실이랑 반대예요
0    곧 끝나길 바랄게요
0    많이 바쁜가봐요
0    이해하고 배려해보세요
0    변신은 무죄!
0    변신은 무죄!
0    만화같은 일이네요
0    만화같은 일이네요
0    이게 정상이죠
0    만화같은 일이네요
0    만화같은 일이네요
0    다른 안경 써보세요
0    그런 일이 가능한지 몰랐네요
0    그런 일이 가능한지 몰랐네요
0    다른 안경 써보세요
0    이게 정상이죠
0    이번에는 동그란 안경테가 유행하고있어요
0    인상이 달라 보일 거예요
0    인상이 달라 보일 거예요
0    이번에는 동그란 안경테가 유행하고있어요
0    할 수 있을 때 하세요
0    안녕하세요
0    안녕하세요
0    안녕하세요
0    안녕하세요
0    될 거예요
0    원하는 꼰대가 있죠
0    살 안 찌는 게 좋을 것 같아요
0    살 안 찌는 게 좋을 것 같아요
0    모르는 사이라 당황할 수도 있어요
0    폰 요금 절약되겠네요
0    폰 요금 절약되겠네요
0    폰 요금 절약되겠네요
0    폰 요금 절약되겠네요
0    용기내서 고백해보세요
0    좋아요!
0    세상에 쉬운 일은 없어요
0    그래도 상관없어요 칭찬해주고 싶네요
0    가능하다면요
0    하고 싶은 알바 지원해보세요
0    그래도 상관없어요 칭찬해주고 싶네요
0    하고 싶은 알바 지원해보세요
0    세상에 쉬운 일은 없어요
0    용기내서 고백해보세요
0    천천히 말해달라고 부탁해보세요
0    다 예뻐요
0    살짝 내려보는것도 괜찮을거 같아요
0    뭘 해도 예뻐요
0    다 예뻐요
0    앞머리만이라도 감으세요
0    살짝 내려보는것도 괜찮을거 같아요
0    꼭 앞으로 나가야 하는 건 아니에요
0    가장 확실한 시간은 오늘이에요 어제와 내일을 놓고 고민하느라 시간을 낭비하지 마세요
0    어떻게든 잘 살 거예요
0    잘 될거예요 당신의 삶을 응원합니다!
0    안전이 최고죠!
0    건강 걱정되겠네요
0    건강 걱정되겠네요
0    가능하면 가는 게 좋겠죠
0    가능하면 가는 게 좋겠죠
0    힘 빠지는 이야기네요
0    인간 관계도 정리가 필요해요
0    다녀오세요!
0    가족들과 상의해보세요
0    이유가 있을 거예요
0    이유가 있을 거예요
0    as 맡기세요
0    네
0    높은 곳으로 가보세요
0    높은 곳으로 가보세요
0    좋은 생각이에요
0    좋은 생각이에요
0    얼른 집에 가서 쉬시길 바랄게요
0    오늘도 고생이 많으시네요
0    양해를 구해보세요
0    가볍게 먹을 수 있는 걸 먹어보세요
0    간단한 견과류나 과일을 먹어보세요
0    가볍게 먹을 수 있는 걸 먹어보세요
0    맛있게 많이 드세요!
0    약 먹고 쉬어야 해요
0    꼬박꼬박 챙겨 드세요
0    약 먹고 쉬어야 해요
0    꼬박꼬박 챙겨 드세요
0    양해를 구해보세요
0    근처 산에 가보세요
0    바늘과 실로 꿰메보세요
0    바늘과 실로 꿰메보세요
0    괜찮아요 그럴수도 있죠
0    먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요
0    먹으면서 다이어트 하는 분들 진짜 엄청 대단한 분들이에요
0    그런 일은 하지 마세요
0    그런 일은 하지 마세요
0    고마움을 전해 보세요
0    고마움을 전해 보세요
0    혼자 풀릴 때까지 놔둬야하는데 기다리는게 힘들 거예요
0    빛이 있을 거예요
0    어둠에서 나온다니 다행이에요
0    빛이 있을 거예요
0    킁킁
0    분명한 잘못이네요
0    처음부터 되짚어보세요
0    저도요!
0    함께할때 가장 자신다운 모습으로 살 수 있는 사람이랑 하는 게 좋은 것 같아요
0    최신 영화가 좋을 것 같아요
0    하고싶은 일을 구해보세요
0    자책하지 마세요
0    제가 당신을 좋아하고 있어요
0    저도 모르겠어요
0    진심으로 마음을 전해보세요
0    먼저 말 걸어 보세요
0    피곤했나봐요
0    마음이라도 어리게 사세요
0    마음이라도 어리게 사세요
0    지금도 늦지 않았어요
0    원래 못하면 하고 싶어지죠
0    때를 놓쳐서 그런 것 같아요
0    중요한 건 지금이죠
0    타임머신이 생길 때까지 기다려봐요
0    사춘기로부터의 일시적 휴식에 불과하죠
0    사춘기로부터의 일시적 휴식에 불과하죠
0    타임머신이 생길 때까지 기다려봐요
0    육아 파이팅!!
0    가능하면 참석하는 게 좋겠죠
0    가능하면 참석하는 게 좋겠죠
0    놀랐나봐요
0    놀랐나봐요
0    아직 순수하다는 증거일 거예요
0    한번 웃고 잊어버리세요
0    그냥 잊어버리세요
0    한번 웃고 잊어버리세요
0    그냥 잊어버리세요
0    건강에 안 좋아요
0    술 너무 많이 드시지 마세요
0    평생 친구가 생긴다는 거죠
0    싸우면서 정 들 거예요
0    싸우면서 정 들 거예요
0    마음을 손이 따라와주지 않죠
0    하다보면 늘어요
0    기술이 발전하면 가능하겠죠
0    저도 좋아해요
0    관리해주세요
0    관리해주세요
0    많이 좋아했던 사람인가봐요
0    얼굴이 다가 아니에요
0    얼굴이 다가 아니에요
0    남의 눈을 의식하는 사람일 거라 생각해요
0    그런 사람들 은근 많아요
0    이상형은 아니지만 호감가는 사람이 있어요
0    세상의 무엇보다 건강이 제일 중요해요
0    더 행복해질 거예요
0    좋은 만남이었길 바라요
0    감기 조심하세요
0    감기 조심하세요
0    육아 파이팅!!
0    남의 눈을 의식하는 사람일 거라 생각해요
0    타인의 기대로부터 자유로워지세요
0    지금이라도 효도하세요
0    지금이라도 효도하세요
0    엄마한테 잘해야 돼요
0    시간내서 부모님 집에 찾아가 보세요
0    시간내서 부모님 집에 찾아가 보세요
0    연락드려보세요
0    연락드려보세요
0    조금씩 보다 나은 모습을 보여드리세요
0    조금씩 보다 나은 모습을 보여드리세요
0    시어머니가 이뻐해 주실거예요
0    타인의 기대로부터 자유로워지세요
0    엄마께 프라이버시를 지켜달라고 말해보세요
0    그런 의도는 아니셨을거예요
0    그런 의도는 아니셨을거예요
0    많이 만나보세요
0    엄마가 들으면 속상해 하시겠네요
0    상처받는다고 꼭 말하세요
0    상처받는다고 꼭 말하세요
0    시어머니가 이뻐해 주실거예요
0    연락 드려 보세요
0    엄마께 프라이버시를 지켜달라고 말해보세요
0    좋은 여행이 될 거예요
0    더 후회하기 전에 사과하세요
0    좋은 부모님을 두셨군요
0    좋은 여행이 될 거예요
0    상담이나 컨설팅을 받아보는 것도 좋을 거예요
0    연락 드려 보세요
0    형편대로 하세요
0    더 후회하기 전에 사과하세요
0    더 후회하기 전에 사과하세요
0    엄마한테 잘해야 돼요
0    필요하다면요
0    더 후회하기 전에 사과하세요
0    매력있는 사람인가봐요
0    기다려보세요
0    기다려보세요
0    힘들겠지만 하나씩 해보세요
0    회사는 스트레스의 원인이죠
0    업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요
0    업무 능력이 없는 게 아니라 센스가 부족한 걸 수도 있어요
0    힘들겠지만 하나씩 해보세요
0    타이밍이 안 맞았나봐요
0    타이밍이 안 맞았나봐요
0    몇 번 안해먹고 둘 거면 그냥 사 드세요
0    욕은 나쁜거예요
0    욕은 나쁜거예요
0    필수는 아니에요
0    필수는 아니에요
0    좋은 곳인가봐요
0    좋은 곳인가봐요
0    당신의 잠재력을 믿어보세요
0    당신의 잠재력은 무궁무진해요
0    짜지 마세요
0    스트레스가 더 큰 적이에요
0    손으로 만지지 마세요
0    손으로 만지지 마세요
0    중요한 날에만 가리세요
0    스트레스가 더 큰 적이에요
0    곧 지나갑니다
0    곧 지나갑니다
0    여기만 아니면 다 좋을 것 같네요
0    여기만 아니면 다 좋을 것 같네요
0    생각만 해도 군침이 도네요
0    생각만 해도 군침이 도네요
0    구릿빛 피부 좋죠!
0    싫으면 만나지 마세요
0    못 당해요 무시하세요
0    싫으면 만나지 마세요
0    못 당해요 무시하세요
0    나를 사랑하고 상대를 사랑하는 여유를 갖게 되길 바라요
0    여유는 마음 가짐에 있어요
0    소개팅 시켜달라고 말해보세요
0    걱정되겠어요
0    항상 못해본 건 궁금하더라고요
0    아직 모르겠어요 인공지능에 성별을 만드는 사람이 되어 주세요
0    아직 모르겠어요 인공지능에 성별을 만드는 사람이 되어 주세요
0    기다릴 수 있을지 스스로에게 물어보세요
0    기다릴 수 있을지 스스로에게 물어보세요
0    성격이 그럴 수도 있으니 이해해주세요
0    당신은 복받은 사람
0    사람 고쳐쓰는 거 아니에요
0    모르는 사실에 더 화가 나 있을 거예요
0    순간 실수할 수 있겠다 판단되면 용서하고 기회를 주세요
0    당신의 사랑이 변한것 같아요
0    다른 연락을 많이 하거나 더 자주 만나세요
0    다른 연락을 많이 하거나 더 자주 만나세요
0    같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요
0    같이 가는 여행도 좋지만 혼자 여행도 좋을 거예요
0    걱정되겠어요
0    종교의 자유가 있죠
0    종교의 자유가 있죠
0    당신의 사랑이 변한것 같아요
0    항상 못해본 건 궁금하더라고요
0    난감하겠어요
0    당신은 복받은 사람
0    사람 고쳐쓰는 거 아니에요
0    잘 찍어주세요
0    모르는 사실에 더 화가 나 있을 거예요
0    바쁘게 사나봅니다
0    좋은 여행 되길 바랍니다
0    좋은 여행 되길 바랍니다
0    편하게 쉴 수 있는 곳이 좋을 거예요
0    계획을 세워보세요
0    바쁘게 사나봅니다
0    편하게 쉴 수 있는 곳이 좋을 거예요
0    과식하지 말고 먹고 눕지 마세요!
0    과식하지 말고 먹고 눕지 마세요!
0    제가 더 천재예요
0    이불밖은 위험하죠
0    없는 것보다 나을 거예요
0    없는 것보다 나을 거예요
0    많이 하면 좋죠
0    많이 하면 좋죠
0    오랜만에 연락 받으면 반가울 것 같아요
0    더 많이 믿어주세요
0    더 많이 믿어주세요
0    연락은 기본 중의 기본이에요
0    안녕 이라고 인사부터 해보세요
0    이렇게 고민하게 만들려고 그랬나봐요
0    바쁜가봐요
0    바쁜가봐요
0    인기가 많으시군요
0    안녕 이라고 인사부터 해보세요
0    인기가 많으시군요
0    한번더 연락해 보세요
0    그래도 해보는 게 좋을 거 같아요
0    그래도 해보는 게 좋을 거 같아요
0    하다보면 익숙해질거예요
0    하다보면 익숙해질거예요
0    야근 수당을 챙겨보세요
0    그 분이 나타나면 꼭 잡으세요!
0    저는 위기 조차 없네요
0    부족하지만 열심히 해드릴게요
0    부족하지만 열심히 해드릴게요
0    저는 위기 조차 없네요
0    잘할 수 있을 거니 걱정마세요
0    마음이 시키는데로 하면 되요
0    마음이 시키는데로 하면 되요
0    연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요
0    연인은 살쪄도 잘 알아차리지 못하고 알아차려도 싫어하지 않을 거예요
0    동감입니다
0    제가 1호팬 하겠습니다
0    제가 1호팬 하겠습니다
0    아무래도 사생활이 적으니까요
0    아무래도 사생활이 적으니까요
0    연예인 걱정이 제일 쓸데없어요
0    연예인 걱정이 제일 쓸데없어요
0    이제 내려올 때가 됐어요
0    감기 조심하세요!
0    깜빡 하셨나봐요
0    깜빡 하셨나봐요
0    생각한대로 잘할 수 있을 거예요
0    중요한 건 노력하는 과정이에요
0    다음에는 잘 될 거예요
0    다음에는 잘 될 거예요
0    염색을 자주 하면 모발이 상해요
0    예쁠 것 같아요
0    예쁠 것 같아요
0    벗어나는 게 좋겠네요
0    벗어나는 게 좋겠네요
0    몸에 어떤 성분이 부족한지 알아보세요
0    몸에 어떤 성분이 부족한지 알아보세요
0    건강은 어려서부터 챙겨야해요
0    매일 조금씩 해보세요
0    매일 조금씩 해보세요
0    공부 좋죠
0    공부 좋죠
0    저도 영화 보여주세요
0    최신 영화가 좋을 것 같아요
0    안됐네요
0    영화를 많이 볼 수 있어서 좋을 것 같아요
0    영화를 많이 볼 수 있어서 좋을 것 같아요
0    온전히 느낄 수 있는 시간이겠네요
0    저도 영화 보여주세요
0    안됐네요
0    옆 사람에게 잘해주세요
0    옆 사람에게 잘해주세요
0    잘 찾아보세요
0    잘 찾아보세요
0    아직이라면 더 살펴보세요
0    맞아요 예뻐요
0    카페 데이트 좋죠
0    오는 말이 고와야 가는 말도 곱다고 말해주세요
0    저도 하고 싶네요
0    중요한 건 지금이죠
0    마음에 버리세요
0    제가 생각해도 저는 너무 멋있는거 같아요
0    내일은 오늘보다 나을 거예요
0    아무 생각 하지 말고 쉬세요
0    저도 좋아요
0    좋았으면 좋겠네요
0    좋았으면 좋겠네요
0    길은 항상 막히는 것 같아요
0    길은 항상 막히는 것 같아요
0    개념만 가져오면 돼요
0    자신에게 콩깍지가 씌였나봐요
0    친구들과 같이 놀러가세요
0    나들이 가보세요
0    하늘을 보고 웃어보세요
0    오늘 일찍 주무세요
0    푹 쉬세요
0    고생 많았어요
0    피곤했나봐요
0    오늘은 약간의 변화를 줘보세요
0    맛나게 드세요
0    맛나게 드세요
0    항상 청결하게 관리하세요
0    내일 보면 될 거예요
0    설마 기억 못하시는 거예요?
0    습관을 들여보세요
0    옷이요
0    오늘은 예능이요
0    숨 쉴만 했으면 좋겠네요
0    소원을 비세요
0    제 얼굴 보셨나봐요
0    축하드려요
0    감기 조심하세요
0    개념만 가져오면 돼요
0    오늘도 고생이 많으시네요
0    오늘 강추위래요
0    다른 곳에 쓰려고 운을 아껴뒀나봐요
0    다른 곳에 쓰려고 운을 아껴뒀나봐요
0    그런 날이 있죠
0    정신 노동을 했나 봐요
0    맛있는 거 드세요
0    맛있는 거 드세요
0    맛있는 거 드세요
0    맛있는 거 드세요
0    미스트나 가습기젖은 수건 등을 사용해보세요
0    바빠도 힘내세요!
0    핑계보다 솔직하게 말해보세요
0    하나씩 하나씩 해보세요
0    하나씩 하나씩 해보세요
0    많이 긴장되겠어요
0    마스크 쓰세요
0    오늘은 바지가 좋을거 같아요
0    침대와 한몸이 되어 푹 쉬세요
0    피부관리까지 하시다니!
0    내일의 시작이죠
0    광합성 추천합니다
0    각질제거를 해보세요
0    각질제거를 해보세요
0    맛있는거 드세요
0    조금씩 변화를 줘보세요
0    마스크 착용 하시고 외출하세요
0    소소한 행복을 느껴보세요
0    소소한 행복을 느껴보세요
0    월급날을 생각하며 참아보세요
0    내일의 시작이죠
0    마스크 착용 하시고 외출하세요
0    작은것에 감사하는 마음을 가져보세요
0    조금씩 변화를 줘보세요
0    라디오를 들으며 여유를 가져보세요
0    내일도 평온하길 바라요
0    응원합니다!
0    인간 관계가 제일 힘든 거 같아요
0    저도요
0    그럴 수 있을 거예요
0    그럴 수 있을 거예요
0    왜 그럴까요?
0    저도 좋아요
0    아침마다 하는 고민이죠
0    뭘 먹든 맛있게 드세요!
0    내일은 나을 거예요
0    맛있는 거 드세요
0    한적한 시골에서 하늘을 올려봐보세요
0    건강한 식단이네요
0    아무 생각 하지 말고 쉬세요
0    건강에도 좋겠네요
0    집에서 쉬는 시간도 필요해요
0    달리세요!
0    생각들을 정리하게 좋겠네요
0    학교 다닐 때가 좋은 거예요
0    축하합니다
0    도전 응원합니다
0    도전 응원합니다
0    잘 먹고 잘 싸면 돼요
0    스트레스 받지 마세요
0    스트레스 받지 마세요
0    잘 먹고 잘 싸면 돼요
0    오래된 건 오래된 대로 매력이 있죠
0    오래된 건 오래된 대로 매력이 있죠
0    온전한 이해는 없어요
0    떨리는 감정은 그 자체로 소중해요
0    많이 좋아했던 사람인가봐요
0    마음의 양식을 채우길 바랄세요
0    득템했길 바라요
0    맛있게 드세요
0    좋은 식습관이에요
0    로맨틱한 여행이네요
0    로맨틱한 여행이네요
0    해주세요
0    안갈거예요
0    한푼 두푼 모아서 사보세요
0    아무래도 그렇겠죠
0    한푼 두푼 모아서 사보세요
0    위험할 것 같아요
0    아무래도 그렇겠죠
0    위험할 것 같아요
0    세수하고 오세요
0    공기정화식물도 좋을 거예요
0    조금만 더 기다려주세요
0    삼재인가봐요
0    삼재인가봐요
0    사주를 한번 봐봐요
0    내년이라고 별 수 있겠어요
0    사주를 한번 봐봐요
0    내년이라고 별 수 있겠어요
0    가장 중요한 목표네요
0    지난 계절 옷을 잘 정리해 보세요
0    아직 월급날이 멀었어요
0    아직 월급날이 멀었어요
0    옷은 사도 사도 모자라요
0    감기 조심 하세요
0    지난 계절 옷을 잘 정리해 보세요
0    좋은 일이길 바랍니다
0    일기예보 확인해보세요
0    완전 좋죠
0    전 술을 마시지 못해요
0    전 술을 마시지 못해요
0    완전 좋죠
0    몇 번 안해먹고 둘 거면 그냥 사 드세요
0    몇 번 안해먹고 둘 거면 그냥 사 드세요
0    근처 카페에서 드셔보세요
0    완벽한 사람은 없고 완벽할 수도 없어요
0    완벽한 사람은 아무도 없어요
0    완벽한 사람은 아무도 없어요
0    완벽한 사람은 없고 완벽할 수도 없어요
0    축하해요!
0    능력이라면 능력이겠죠
0    다른 일을 해보세요
0    웃을 때까지 이야기해 보죠
0    이제 일어날 때예요
0    선생님께 도움을 청해보세요
0    친구들과 잘 어울려보세요
0    맛있을거 같아요
0    이렇게 고민하게 만들려고 그랬나봐요
